year_BP,enso_pca
2605,-2.579436
2607,-0.182342
2610.5,0.488745
2614,-1.070599
2616,0.723769
2618,-0.271265
2621.5,-0.29105
2624.5,-0.860696
2628,-2.104891
2631,-1.801027
2634,0.011421
2636.5,-0.201975
2639.5,-2.520252
2642,-2.395753
2644,-1.218769
2647,0.712053
2649,-0.706212
2651,-1.144973
2653,1.365441
2658,0.300923
2660,-2.813573
2662,-3.097213
2664,-3.762221
2667,-3.859114
2669,-2.303816
2672,0.182411
2675,-0.28039
2679.5,1.797962
2683,-0.598524
2685.5,-0.99504
2688.5,0.430126
2692.5,0.298178
2696,0.691352
2698,-1.021622
2701,-1.027809
2703,-1.486194
2707,0.490218
2709.5,1.427215
2712,-2.991263
2714,-1.970322
2717,-1.65497
2720,-1.320164
2722,-1.09625
2725,-1.874289
2727.5,-1.58865
2731,0.932961
2734,1.883201
2736,3.146699
2739,3.115868
2742,2.805712
2745,0.693684
2747.5,0.738558
2751,0.390114
2755,2.11916
2757.5,3.395272
2760,3.944931
2762,3.445054
2764.5,1.162905
2767,-0.302221
2770,2.179641
2773,-0.364468
2777,-1.913481
2779.5,-1.189117
2782,0.512743
2783.5,1.841785
2786,-2.157771
2788,-1.274204
2791,0.228246
2793.5,-1.039686
2796,1.972266
2798,2.591353
2799.5,2.253443
2802.5,0.477239
2805.5,2.870089
2809,3.115456
2812,2.770424
2815,0.491999
2817,0.448975
2820,2.29552
2822,2.308124
2824,2.220118
2827,2.998041
2830,2.87085
2831.5,3.176856
2834,3.089559
2837,3.546784
2838.5,3.58847
2841,3.675977
2843.5,3.820981
2846,3.739745
2850,3.833019
2851.5,3.728223
2853.5,3.557542
2855.5,2.796034
2858,-0.64525
2862.5,-3.280903
2864,-3.564767
2865.5,-1.978802
2868.5,0.656285
2872,2.371972
2875,0.760719
2877,-2.016737
2880,-0.156445
2883,2.485257
2885,1.739352
2890,-0.540077
2892,-1.697712
2895,-1.3533
2898.5,-1.304012
2900.5,0.909155
2905,2.97097
2908,0.815701
2910,0.948427
2913,2.228252
2915,-1.049295
2917,-0.055069
2920,0.688458
2922.5,0.318773
2925.5,1.25389
2928.5,2.1736
2931.5,3.751504
2933,-0.135645
2936,-4.675539
2938.5,-4.129487
2941,-3.712064
2944,-3.104023
2947,-1.047633
2951,-1.137777
2952,-2.381765
2956,-2.041321
2959,-2.31954
2962,-3.911068
2965,-3.134873
2968,-2.762334
2969,-2.860158
2973,-2.5695
2975.5,-2.443331
2978.5,-2.873734
2981,-3.914498
2984,-4.075053
2987,-3.705222
2989,-3.700821
2991,-2.864173
2994,-3.191685
2997.5,-3.354175
3000,-1.025988
3002,-1.558179
3004,-1.065168
3007,-0.852617
3009,-3.213101
3011,-3.427219
3014,-3.268853
3016,-2.98104
3018,-1.687529
3022,-0.709288
3024,-2.178931
3026,-2.749757
3028.5,-2.662837
3032,-2.694735
3034,-1.062075
3036,-0.984994
3039,0.005303
3041,-1.653561
3043.5,-2.330861
3046.5,-1.630292
3050,0.084759
3052,2.015038
3057,-2.220081
3059,-2.375356
3061,-3.553769
3063,-3.552997
3066,-3.285807
3068.5,-3.13164
3071,-3.321852
3073,-3.822885
3075,-4.499562
3079,-4.03851
3081.5,-3.00333
3085,-3.508894
3088,-1.200323
3090,-1.509379
3093,-0.618632
3097,-1.507159
3100.5,-3.285005
3104,-3.543063
3106,-3.955092
3109,-4.305021
3111.5,-3.480857
3114,-3.557842
3117,-3.474013
3119,-2.974301
3121,-3.669
3123,-2.750654
3125,-1.235719
3128,1.423631
3130,0.42111
3133.5,-2.76878
3137,-2.037825
3139,-1.946664
3142,-0.629787
3146,-1.418361
3148,-3.77692
3151.5,-3.396018
3153,-2.696615
3156,-1.922942
3159,-0.955211
3161,-0.793356
3163,-3.128501
3167,-2.920444
3169,-2.449031
3171.5,-2.329759
3175,-1.194819
3178,-3.038547
3181,-4.358341
3184,-4.178746
3188,-3.531902
3192,-4.005554
3195,-4.3682
3200,-3.800962
3206,-3.521669
3210.5,-3.764815
3214,-3.829964
3219,-3.132065
3223.5,-2.740519
3229,-2.401986
3232,-2.705397
3235.5,-2.614513
3239,-2.227497
3242,-2.699852
3246,-3.709774
3248,-3.584218
3250,-3.281427
3252,-3.315767
3254,-3.581662
3255.5,-3.703558
3258,-4.084171
3260,-3.53959
3262,-2.908546
3264,-3.045133
3266.5,-3.692641
3268,-3.701872
3270.5,-2.728457
3272.5,-2.411901
3275,-3.05077
3277,-3.918751
3279,-4.229572
3282,-4.410296
3285,-3.439436
3287,-3.480797
3290.5,-3.236636
3293,-3.186255
3294,-2.522368
3297,-2.273746
3298.5,-2.362617
3301,-3.460127
3304,-3.079358
3306,-2.157079
3308,-2.681887
3309,-2.966934
3311,-3.424297
3313,-3.623318
3314,-3.652302
3317,-3.220247
3319,-2.667656
3321,-2.612456
3323,-2.387522
3326,-3.237242
3327.5,-3.18761
3329.5,-2.68612
3333,-3.179272
3334,-4.135342
3336.5,-3.844118
3339,-3.166154
3341,-3.227667
3342,-3.386801
3344,-3.705104
3346,-4.149047
3350,-4.031508
3352.5,-3.135257
3356,-1.338141
3358,-0.797951
3360,-2.153166
3361,-0.075779
3362.5,1.485245
3364.5,-0.071175
3366,-1.65143
3369,-2.819419
3372,-3.511819
3374,-4.030014
3375.5,-4.538685
3378.5,-3.955232
3381,-2.711817
3384,-2.172565
3386,-2.19613
3388.5,-3.587225
3390,-2.960437
3392,-3.157075
3394,-1.566727
3396,0.62466
3397.5,-1.696576
3399,-2.524546
3401,-1.743387
3404.5,-0.515802
3407,-1.564515
3409,-1.663723
3410,0.321391
3411.5,0.994225
3414,-2.645355
3415.5,-2.997661
3417.5,-1.677373
3419,-2.653861
3421,-3.963913
3424,-3.346959
3426,-1.400263
3427,-1.262681
3429,-2.823588
3431,-2.572794
3432.5,-1.625234
3434,-1.548179
3436.5,-3.325105
3439.5,-3.780214
3441,-2.966668
3443,-2.215702
3446,0.014767
3448.5,0.76215
3450,0.975478
3451,-1.364782
3453,-3.972767
3456,-3.400865
3458,-3.169334
3460,-2.643036
3463,-2.3463
3465,-1.859617
3468,-1.989764
3469.5,-3.484256
3472,-4.13307
3473.5,-4.446081
3475.5,-4.207468
3477,-2.225605
3479,-0.584758
3481,-2.640258
3483,-1.289048
3485,-2.108219
3489,-1.780659
3491,-3.25248
3494,-2.445903
3495,-2.926982
3497,-3.970765
3499,-4.344394
3501.5,-4.62151
3505,-4.478558
3506,-3.638461
3508,-2.835194
3510.5,-3.045263
3512.5,-3.531741
3516,-4.008031
3518,-3.561465
3519,-3.410614
3521.5,-3.218039
3523,-3.249167
3525,-3.925466
3527.5,-4.177716
3531,-3.926934
3533,-3.319939
3535,-2.81912
3537,-3.444835
3539,-3.871515
3541,-3.958659
3543,-3.46199
3544.5,-2.286816
3547,-2.673746
3548.5,-3.113704
3550,-3.287804
3552,-2.662429
3554,-1.858128
3557,-0.815531
3559,0.574981
3561,-1.914477
3563,-2.087452
3565,-0.076809
3567,-2.308804
3569,-3.803413
3572,-3.370911
3573.5,-2.734273
3575.5,-1.12828
3578,-1.229223
3580,-1.467878
3582,-0.615944
3584,-1.742593
3585.5,-2.537518
3587,-2.874592
3589,-1.799089
3592,-1.984016
3595,-1.613208
3597,-2.770825
3600.5,-2.990117
3602,-2.811657
3605,-3.379409
3608,-4.012439
3609.5,-4.190204
3611.5,-3.786077
3614,-3.593372
3615.5,-2.81889
3617,-2.505436
3619.5,-2.539649
3622.5,-0.495746
3626,-0.279683
3627,-1.879804
3629,-3.116475
3631,-2.846256
3632.5,-1.643217
3634,-0.827641
3636,-0.726784
3639,-3.431658
3641,-4.554785
3644,-4.236184
3646,-4.184176
3648.5,-3.642674
3651.5,-2.871642
3654,-2.604552
3656,-2.146939
3658.5,-1.956145
3661,-2.731302
3662.5,-3.150155
3665,-3.80797
3666.5,-2.734287
3668.5,-2.018989
3671,-2.189397
3674,-3.085315
3676,-3.785894
3677,-3.976332
3679,-3.651258
3681,-3.60818
3684,-3.570684
3686,-3.909094
3687.5,-3.58126
3690.5,-3.739891
3693.5,-3.467933
3696,-3.223465
3697,-2.392084
3700,-2.553992
3701,-4.060879
3704,-4.409015
3706.5,-4.22657
3708,-3.727717
3710,-2.532407
3712,-2.269858
3715,-2.731014
3716,-2.615507
3719,-2.277708
3721,-2.539889
3723,-3.776005
3724.5,-4.081347
3727,-3.356547
3729,-3.60131
3731,-1.165601
3734,-0.001619
3737,-1.062865
3739.5,-1.614931
3741,-2.419017
3742.5,-3.86755
3745,-4.049628
3747,-2.647676
3748.5,-1.627948
3751.5,-0.582481
3754,-1.841341
3758,-2.842262
3759.5,-3.283677
3761.5,-2.832358
3765,-2.160432
3767,-2.161742
3769.5,-1.768411
3772,-0.472807
3773.5,-0.909143
3775.5,-3.166784
3776,-4.024843
3778,-3.643517
3779.5,-3.217131
3781,-3.674906
3783.5,-4.056228
3785.5,-3.901505
3789.5,-3.719836
3792,-3.256364
3793,-3.644956
3795,-4.35147
3797,-4.417951
3800,-4.222469
3803.5,-4.024859
3806,-3.232023
3807,-2.977462
3809.5,-2.51822
3812.5,-2.488041
3813,-2.123983
3815,-1.30418
3816.5,-0.550875
3819.5,0.634773
3822.5,0.620001
3825.5,-0.455841
3828,-0.768374
3831.5,0.040693
3833,-3.288613
3835.5,-4.053877
3838,-3.382539
3840.5,-2.529332
3842,-3.632804
3844,-4.27349
3845.5,-3.472536
3847,-3.290197
3848,-3.343772
3849.5,-3.001328
3851,-2.356029
3853.5,-2.61005
3856,-2.515587
3857.5,-1.822787
3859.5,0.178789
3862,-1.575101
3864,-2.022346
3866,-1.951605
3867,-1.040796
3870,0.095092
3873,-0.395959
3875,-1.899337
3876,-2.421279
3878,-3.204705
3879,-3.298813
3882,-3.10641
3883,-2.077241
3885,-1.118254
3887,-0.786313
3888,-0.490008
3891,-0.840088
3893,-0.674027
3894,-0.823322
3896,-0.544052
3898,-0.650964
3900.5,-0.949414
3903,-0.479451
3906,-0.000765
3908,-0.255277
3910.5,-0.524686
3913,-0.566066
3915,-0.481325
3916,-0.27534
3917.5,-0.299266
3919,-0.731828
3921.5,0.397335
3923.5,0.41762
3926,-0.845411
3930,-0.588693
3932,-0.473994
3934,-0.474221
3936,-0.918469
3937,-1.380637
3940.5,-1.504464
3943,-1.775934
3946,-1.811729
3948,-1.512387
3951,-1.917555
3953,-1.563965
3955.5,-1.335913
3958,-1.310127
3960.5,-0.789488
3961.5,-0.578386
3964,-0.627139
3966,-0.396412
3968.5,-0.664603
3970,-0.83244
3972,-1.05504
3973,-0.873842
3974,-0.869336
3976,-0.631525
3978,0.005647
3981.5,0.473002
3984,0.185403
3986.5,-0.291268
3987.5,-0.57051
3988.5,-0.605328
3990,-0.611542
3992,-0.628069
3993,-0.148725
3995,0.017116
3996.5,0.311162
3998.5,1.594635
4001,1.821636
4003,2.123919
4006,1.845753
4008,2.42474
4011.5,2.230825
4013,0.801834
4015,0.338576
4017,0.266208
4019.5,0.31463
4022.5,0.429496
4024,0.381748
4026,0.539057
4029,0.462118
4031,0.67794
4033,1.135584
4036,1.412169
4037.5,1.26216
4039.5,1.497538
4041.5,1.372299
4044,1.094342
4047,1.546051
4049.5,1.248925
4050.5,1.567212
4052.5,1.963059
4054,0.919219
4057,1.319537
4058,1.525104
4060,1.441838
4062,1.211309
4063.5,1.222038
4066.5,1.346498
4068.5,1.767496
4070,1.552418
4071.5,1.329989
4075,1.226722
4077,1.348483
4079,1.22837
4081.5,0.993511
4083,0.813783
4085,0.6376
4087,0.258945
4089,-0.229528
4091.5,-0.033204
4094,0.413447
4095.5,0.697931
4097,0.404878
4100.5,0.216878
4102.5,-0.052276
4105,-0.061163
4106,-0.063128
4108,-0.50713
4111,-0.141138
4113,-0.59659
4114.5,-1.712996
4116.5,-1.854758
4120,-0.988076
4124.5,0.072566
4127,0.792501
4130,-0.272828
4130.5,0.618899
4134,1.055455
4136,0.723881
4137,1.387492
4139,1.6604
4142.5,2.839588
4144.5,3.17868
4147,3.404981
4150.5,3.465911
4152,3.195877
4155.5,2.39601
4158.5,0.637003
4162,-0.925987
4163,-2.62549
4166,-1.341458
4169,-0.555624
4171,-1.373021
4173,-1.944636
4175.5,-2.530839
4177.5,-1.967848
4181,-1.556973
4183,-0.98553
4185,-0.884395
4187,-0.428671
4189,2.309434
4191,3.111189
4192,2.957403
4194,3.031377
4195,1.29585
4197.5,2.653185
4199,1.103818
4203.5,-1.135074
4205,0.268463
4207,-0.218312
4210,-0.708064
4213,0.686897
4215.5,2.340045
4217.5,-1.347338
4219,-2.327998
4221,-2.33765
4223.5,0.514695
4226,0.351049
4227.5,-0.200992
4230.5,-2.128754
4232.5,-0.826504
4234,0.265836
4236,-0.267567
4237.5,-0.908867
4239,1.660494
4241,3.378117
4242.5,2.060443
4244,-2.889647
4246.5,-3.482816
4248.5,-1.913438
4250,-1.272535
4253,0.503523
4255.5,2.773205
4257,-0.598239
4258.5,-1.44727
4261,1.214211
4263,1.941902
4265,0.101359
4268,0.08013
4268.5,1.447751
4271,1.484223
4273,0.842274
4275.5,-1.306254
4278.5,0.162716
4280.5,2.42442
4282.5,3.351285
4285.5,1.221365
4288,0.787497
4289.5,-0.818971
4291,1.682642
4293,0.315543
4294.5,1.540069
4297,2.518633
4299,1.577136
4302,1.939232
4304,0.822012
4305,-0.14322
4306,-0.764195
4308,-0.03971
4313,1.039119
4314,1.95668
4315.5,3.866669
4318,3.772082
4319,2.723863
4321,1.335519
4323,-1.100346
4325,-1.063229
4328,0.010427
4329,0.503734
4330,2.358258
4333,3.194301
4337.5,2.725176
4339,3.729928
4341,2.80367
4344.5,2.32106
4346,1.477365
4347,1.646813
4348,2.2301
4350,-0.05008
4352,1.695775
4354,1.455388
4356,-0.162581
4357,0.763144
4359,3.419155
4361,3.946011
4363,3.057247
4365,0.908586
4367,1.180918
4369,2.767824
4371,-1.243133
4374,0.450035
4376,2.701806
4378,4.305818
4383,3.845371
4384.5,3.371188
4387,3.527257
4389,3.234694
4391,-0.509084
4393,-4.292716
4394,-3.186378
4396.5,-2.63786
4398,-1.022159
4401,2.086908
4404.5,-1.803099
4406,-2.244843
4410,-2.302506
4412,-1.35131
4414,-1.195094
4416,-2.961281
4418.5,-3.387075
4420,-3.72741
4421.5,-3.693254
4424,-3.599508
4426,-3.507018
4427,-3.445692
4428,-3.045213
4429,-3.557369
4430.5,-3.913015
4433.5,-3.670449
4436,-4.156338
4438,-4.081018
4439.5,-4.115538
4441.5,-4.364177
4444,-4.311625
4446,-4.276198
4449,-3.507297
4451,-2.611131
4453,-1.863929
4455,-2.137168
4457,-2.017951
4459.5,-2.251917
4461,-2.741478
4464.5,-3.040463
4467,-3.733206
4469,-3.906383
4471.5,-3.664544
4474.5,-3.707094
4476,-3.796041
4478,-3.404099
4480,-3.011527
4484,-2.551467
4486.5,-2.520243
4489,-2.309687
4492,-2.11499
4493,-2.956453
4494,-3.801819
4496,-2.268478
4498,-1.985797
4501.5,-0.960204
4503,1.568044
4505,-0.082923
4507,-3.723518
4511,-3.671625
4512,-3.006198
4515,-2.458977
4517,-2.931536
4518,-2.607598
4520,-1.48811
4521,1.031765
4522,3.827854
4523.5,3.973043
4525,2.613311
4528,-0.931108
4529.5,-2.414228
4531.5,-1.477172
4534,-2.35338
4535,-0.989191
4537,0.221403
4539,-3.789043
4541,-4.266102
4541,-4.443078
4543,-4.238745
4544.5,-4.183702
4547,-4.064602
4549,-4.240248
4551,-4.121019
4554,-4.060336
4556,-3.167705
4558,-2.371273
4560,-2.349593
4561.5,-0.626579
4563.5,0.730235
4565.5,-1.758051
4567,-2.241916
4570,-1.244828
4573,-2.248882
4574.5,-3.328596
4578,-3.385053
4580.5,-3.818562
4582.5,-3.152712
4583.5,-2.70719
4585,-3.01298
4588,-3.590349
4589.5,-3.428497
4592.5,-4.489872
4594,-3.887508
4597,-3.712989
4598,-3.766165
4600,-3.526166
4603,-2.172288
4605,-1.77685
4607,-0.782908
4610,-0.124227
4612.5,-1.745578
4616.5,-1.344616
4620,-0.445496
4625,1.61761
4628,1.250061
4633,-1.149946
4637.5,-2.039168
4640,-1.501228
4646,-1.327366
4648,-2.382951
4653.5,-1.668054
4657.5,-0.693823
4662,-0.829208
4665,-3.308894
4669,-3.018923
4673,-4.979665
4675.5,-4.785577
4678,-2.985003
4680,-1.645181
4683,-0.042216
4686,2.478151
4690,2.670745
4693,3.111556
4696,1.423953
4701.5,1.512223
4703.5,1.171719
4707.5,-0.995958
4710,-1.770022
4712.5,0.043005
4714.5,0.509135
4721,-0.118242
4723,-0.658489
4725,-2.260135
4729.5,-1.818047
4731,-0.924013
4735,-0.058486
4738,0.938079
4742,0.586433
4745,-2.161572
4746.5,-1.72661
4748,2.657638
4750,-0.162189
4752,0.53037
4755,3.004468
4757.5,-0.920523
4760.5,-1.327039
4763.5,2.834008
4765,-1.277741
4767.5,-2.692707
4770,-1.552865
4772,1.754474
4774.5,0.435677
4777.5,1.458377
4781.5,-1.480439
4783,-2.939105
4785.5,-2.106559
4787,-1.017104
4791,-1.104769
4792,-1.734846
4797,-2.175803
4799,-1.728172
4803,-0.106442
4805.5,1.244917
4809,-0.29722
4811,-1.718393
4812.5,0.220082
4813.5,1.105912
4816.5,-0.452168
4819.5,-1.113414
4823,-2.607467
4824.5,-1.361746
4827,0.538405
4830.5,-0.436101
4834.5,0.719944
4837,1.283626
4840,-1.092277
4841,-2.066303
4843,-2.121083
4845,-2.02497
4846,-1.640498
4849,-2.35448
4851.5,-2.46501
4854,-2.306733
4856.5,-2.530266
4861,-2.362021
4864,-2.260936
4866.5,-2.364719
4869,-0.415939
4871,1.782666
4874,0.898005
4877,-0.5616
4879,-1.221651
4882,-0.967197
4883.5,-0.822603
4886,-0.402661
4888,-0.061324
4890.5,1.007876
4892.5,1.495121
4895,1.461712
4898,1.747838
4900,0.823211
4902,0.011143
4903,-0.203771
4905,0.389325
4909,1.222274
4913,0.884245
4916,0.82729
4918.5,1.105043
4921,1.423561
4923,0.933878
4925,0.647292
4928,1.652417
4930.5,1.844179
4934,-0.078004
4936,-1.345227
4938.5,-1.620613
4943.5,-1.153811
4945.5,-0.936469
4948.5,-1.068923
4950,-1.149224
4953.5,-1.171651
4958,-1.031957
4962,-1.269738
4966,-1.160759
4968,-0.988839
4970,-1.013299
4972.5,-1.010252
4975,-0.681647
4978.5,-0.140033
4980,-0.360244
4981.5,-1.714587
4984.5,-2.248537
4987.5,-1.141136
4990.5,-0.070122
4992,0.505057
4994.5,0.485312
4997,0.839025
4999.5,1.917114
5002.5,2.004128
5004.5,0.777755
5007,0.38639
5008,-0.199382
5011,0.549592
5014,0.876337
5017,0.988823
5019,1.191086
5021,0.93618
5024,1.21077
5026,0.96166
5028.5,1.313673
5031.5,2.376735
5034.5,2.664721
5039,2.47093
5041,2.175855
5043,1.046385
5045.5,1.216244
5047.5,2.08819
5049,1.496035
5052,2.181315
5054.5,3.119583
5056,3.112107
5058.5,1.018404
5060.5,-0.670928
5065,-0.599721
5067,0.552824
5069,1.546545
5071,1.373327
5073.5,2.4223
5077,2.832775
5079,2.047442
5080,-0.875404
5083,-2.201848
5086,-2.031401
5090,-0.714785
5094,0.08388
5097,1.43973
5100,2.257515
5103,2.713877
5105,2.830453
5107,3.212232
5109,3.277599
5112,3.424723
5114,3.431907
5115,3.290077
5118,3.455496
5121,3.100394
5124,1.392443
5125.5,-1.305699
5128.5,-3.423824
5131,-3.148722
5132,-3.417752
5135,-3.204574
5138,-2.510612
5140.5,-0.979209
5143,-0.37054
5145,-0.651731
5147.5,-0.841016
5150.5,-0.864009
5152,-0.537188
5154,-0.414264
5156,2.233642
5158,3.1539
5161,1.201222
5164,-0.937478
5166,-0.876692
5168,0.190522
5171,1.383153
5173,0.702922
5176.5,1.547747
5179.5,2.161503
5182.5,2.601896
5186,1.597223
5188,0.509657
5191,0.374558
5194.5,1.283804
5197,1.4609
5200,0.936496
5202,0.900473
5204,1.933646
5208,2.978325
5213,3.302268
5216,2.181027
5218,1.531858
5222,2.387453
5225,2.130639
5228,0.952174
5229,0.569504
5231,1.265408
5234,1.486982
5236,-0.021584
5238.5,-1.468078
5241,-0.990975
5243,-0.62969
5246,-1.257506
5248.5,-1.653988
5251,-1.165337
5253,-0.736428
5255.5,-1.624703
5257,-2.549318
5258.5,-3.027501
5260,-3.034049
5262,-2.571283
5265,-2.372694
5268,-2.52803
5271,-1.867792
5274,-2.316969
5276,-2.760228
5279,-2.823314
5281,-1.908212
5284,-2.250551
5286,-2.700973
5288,-2.138099
5290,-1.111111
5293,0.000859
5297,0.156423
5301,-0.730228
5303,-1.394229
5305,-1.15805
5307,-1.101265
5309,-0.40297
5311.5,-0.568325
5314,-1.052322
5316.5,-1.402672
5319,-1.039049
5322,-0.739698
5324,-0.441608
5326,-0.50725
5328,-0.71227
5331,-1.294408
5335,-1.546947
5337,-1.318402
5340.5,-0.915347
5343,-0.029107
5346,0.775446
5348,0.634471
5350.5,-0.296215
5353,-1.07647
5356,-1.549985
5359,-1.765151
5362,-1.409391
5365,-1.055981
5367,-0.371597
5370.5,0.526569
5374,1.570322
5379,2.312938
5383,1.830442
5387,1.979878
5391,2.451653
5396,0.868038
5400,0.372349
5405,-0.717001
5409,0.413361
5413,-0.2585
5415.5,-2.853367
5418,-3.155406
5421.5,-2.267615
5424.5,-0.900481
5427.5,-0.737012
5430,-0.63747
5433,-0.457977
5435,-0.879136
5438,-0.636931
5440,0.192631
5442,1.770156
5445,1.009746
5447,-1.198835
5449.5,-1.796084
5452,-0.910696
5455,-1.217256
5457,-0.13441
5459,0.756799
5462,1.376583
5464,1.656745
5466,0.445021
5469,-0.500074
5471,-0.61172
5474,0.319467
5478,0.712046
5480,-0.05743
5481.5,-0.975064
5484,-0.939849
5487,-0.8353
5490.5,-1.035515
5492.5,-1.275471
5495,-0.637249
5497.5,-0.558523
5499,-0.523037
5502,1.002691
5504,2.383678
5506.5,1.25352
5510,-0.360807
5512.5,-0.426459
5514,-0.323294
5516,1.067722
5520,1.179873
5522,0.537514
5524,0.914622
5526,2.62107
5528,3.465281
5531,3.130533
5533.5,2.834803
5536,2.868588
5538,2.900802
5540,1.745679
5541,0.668653
5545,-0.035758
5548,0.5647
5550,1.029119
5552,1.084393
5555,-0.505065
5558,-1.064476
5560,-0.543249
5563,0.624027
5565,1.171456
5570,0.851645
5572,1.314745
5574,2.587277
5575,2.717566
5577,2.752281
5580,2.850855
5581.5,2.580271
5583.5,2.502425
5585,2.436713
5587,2.203179
5589.5,1.593372
5591,-1.37437
5592.5,-3.024474
5596,-3.493367
5598,-2.489693
5602,-1.907978
5605,0.847782
5606,3.291715
5609,3.196978
5614,1.093812
5615.5,-0.639063
5617,-0.70934
5621,0.077527
5622.5,0.281858
5625,0.437996
5627,0.51559
5628.5,-0.325982
5632,0.144572
5635.5,1.847154
5639,2.630775
5641.5,2.971817
5644,3.008088
5645,2.89965
5646.5,2.969602
5650,3.108353
5650,3.19638
5654,3.206288
5656,3.336137
5658,3.559521
5660,3.293422
5661.5,3.220909
5662,2.973466
5665,1.815515
5666,-0.450862
5669.5,-2.029848
5671,-1.039139
5673,1.94772
5676,2.802689
5678,1.616497
5681,2.630684
5683,3.398072
5685.5,3.376439
5688,3.444774
5690.5,3.355452
5693.5,3.315679
5696,3.049301
5699,2.198966
5701,1.499926
5702.5,-0.80013
5706,-2.660606
5708,-2.4799
5710,-1.282064
5712,-0.54541
5716,1.767271
5717.5,1.818912
5720,0.737816
5722.5,-0.624129
5725,0.304599
5728,-0.186163
5730,-0.535585
5732.5,2.225124
5734.5,2.32026
5737.5,3.595784
5740,3.098686
5743,2.171107
5745,1.792046
5749,1.312781
5751,2.298666
5753,2.74236
5755.5,3.020352
5758,2.702856
5760.5,-0.171781
5763,0.012667
5765,-0.114421
5767,-0.292001
5770,2.190028
5772,2.79048
5776,2.244066
5778,-0.67775
5780,-0.866463
5782,1.98892
5785,3.883522
5788,3.329265
5789.5,0.240364
5791,0.807986
5793,0.938924
5796,0.626928
5797,-0.260329
5799.5,-0.889896
5801.5,-2.209529
5804,-2.451207
5806,-2.822346
5809,-2.298547
5811.5,-1.758025
5814.5,-1.231912
5816,-0.859331
5818,-1.006032
5822,-0.563873
5824,-0.491821
5825,0.688885
5828,0.01245
5830,-0.638597
5832,-0.951409
5835.5,-0.977613
5840,-1.52905
5842,-1.34592
5844.5,-0.803945
5847,-0.271371
5850,0.480537
5852.5,0.755733
5855,-0.478044
5858,-1.873319
5860,-2.353337
5863,-2.118536
5865,-2.048196
5867,-1.647744
5870,-1.711877
5873,-2.022908
5875.5,-1.942722
5879.5,-2.025933
5880,-2.419231
5883,-2.235016
5885,-1.672846
5887,-1.068878
5888,0.185019
5893,-0.455242
5894,-1.668692
5898,-1.716197
5900,-0.818798
5902,0.170222
5903,1.364682
5907,2.902982
5910,2.984632
5912,2.882229
5913,2.485629
5917,0.383901
5919,-1.57346
5920.5,-1.16171
5924,-0.61438
5926,-0.485386
5927,-0.180163
5930,-0.18574
5932,1.169117
5935,2.68298
5937.5,3.262811
5939.5,3.2479
5942,3.199961
5944,3.121388
5947,2.543052
5950.5,0.285984
5953.5,-2.219245
5956.5,-3.084503
5959,-3.370417
5961,-2.627168
5963.5,-1.140323
5965.5,0.381669
5967,1.110628
5968.5,1.888585
5970,1.384758
5972.5,0.316149
5974,-1.158697
5975.5,-2.287486
5978,-2.855102
5979.5,-1.806986
5982,-0.401071
5985,2.344615
5987,4.00909
5990,3.457748
5992,3.468385
5995,2.623433
5998,0.92344
6001,0.706474
6005,0.865265
6007,0.648959
6011,0.625452
6015,0.267712
6016.5,0.560691
6020.5,1.286004
6022.5,2.358646
6025,3.517968
6026.5,3.509527
6028,2.021098
6029,-0.100162
6031,-2.437267
6035,-2.286006
6036.5,-1.603458
6038,-0.301363
6040,1.010988
6042.5,2.118655
6045,2.414879
6048,2.183313
6051,2.107673
6053.5,2.25772
6056,2.126503
6058.5,1.63226
6062,0.641157
6064,0.739115
6065,0.924453
6069,1.449007
6070,1.313622
6072.5,0.350382
6076,0.992907
6078.5,0.874789
6080,1.717789
6081,2.148385
6083,2.107282
6084.5,2.052204
6087,1.420132
6091,0.424391
6093,-0.701809
6095,-1.31738
6097,-1.064406
6098.5,-0.228171
6101,0.443293
6104.5,0.721464
6108,1.111174
6112,0.918703
6115,1.122897
6117.5,1.611331
6120,1.76736
6122,1.515442
6125,0.579271
6128.5,-0.525743
6132,-1.770852
6134.5,-2.652538
6137,-2.904477
6140,-2.92955
6144,-2.699308
6146,-2.468182
6148,-1.821017
6149.5,-0.638487
6153,-0.273966
6154.5,-1.986396
6156,-3.479958
6158,-4.951654
6160.5,-5.663806
6162.5,-3.936597
6164.5,-2.849065
6166.5,-2.091119
6169,-1.757457
6172,-0.347285
6173,-0.594957
6175.5,-1.896618
6179,-3.623347
6182,-4.1317
6183.5,0.047768
6185,-1.002507
6186,-3.594952
6189,-4.259815
6191,-4.262614
6192,-3.427728
6195,-3.046618
6200,-2.299575
6203.5,-1.764552
6205.5,-1.3749
6207.5,-0.738846
6209.5,-0.004282
6213,-2.181236
6215,-3.510564
6217,-3.761464
6219,-3.59376
6221,-4.207681
6223.5,-4.130354
6226.5,-4.265623
6231,-3.917524
6233,-2.952302
6236,-2.574715
6238.5,-2.55152
6241,-2.413041
6243.5,-1.914651
6245,-1.119831
6247,-1.255514
6248.5,-1.884436
6251.5,-3.066032
6253,-3.06365
6255,-1.823849
6257.5,-1.67602
6262,-3.365689
6264,-3.657407
6266,-3.670591
6267,-3.125793
6270,-2.265236
6273,-1.370545
6275,-0.352608
6279,0.322719
6282,0.01358
6284,-1.247399
6289.5,-2.269635
6291,-2.240878
6294.5,-2.375465
6296,-3.073197
