year_BP,enso_pca
6299.5,-3.486876
6303,-2.909316
6304.5,-2.600984
6308,-2.025322
6309.5,-1.056347
6311,-0.845639
6312.5,-0.19029
6316,-0.266962
6318.5,-0.479603
6322,-0.852341
6324.5,-1.218825
6326,-2.80591
6329,-3.469592
6330,-3.607442
6333,-2.614483
6333,-1.509345
6335,-0.652754
6337,-0.138798
6342.5,-0.78081
6344,-1.444591
6346.5,-1.710954
6348,-2.465853
6350,-2.327701
6351,-1.804871
6353,-2.576135
6355,-2.873092
6357,-1.51267
6361,-1.036025
6364,-0.90814
6366,-1.2116
6368,-1.639216
6371,-2.190073
6373,-1.088788
6376.5,-0.696419
6379,-1.339311
6384.5,-2.456898
6387,-3.338219
6390,-3.17823
6391.5,-2.629708
6394,-1.632864
6398,-0.394721
6402,-0.020796
6404,-0.42981
6407.5,0.468293
6409,0.400867
6411.5,0.298931
6414,0.2814
6415.5,-0.688751
6419,-1.790834
6420.5,-1.848672
6423,-1.33115
6426,-0.993639
6429,-1.430455
6432,-0.612656
6434,0.45625
6437,0.868701
6439,1.138094
6442,1.551076
6443.5,-1.807759
6446.5,-3.764505
6450,-2.658001
6453,-1.525981
6456,-0.55264
6459,0.168969
6461.5,-0.277552
6464,-1.236405
6466.5,-1.295889
6469.5,-1.048279
6471,-0.761724
6472.5,-0.481553
6474,0.36388
6476,0.894638
6477,-0.379136
6479,-1.160794
6482,-0.596533
6484,0.081868
6487,-0.362177
6490,-1.761453
6492,-3.219178
6494.5,-2.973205
6497.5,-2.253635
6501,-1.691317
6503,-0.389633
6505,-1.383754
6508,-3.423312
6511,-2.645191
6513,-1.189952
6514,-0.068136
6515.5,0.451751
6518,0.44391
6520.5,-1.274279
6523.5,-1.712533
6527,-1.527749
6529.5,-0.73604
6532,0.107775
6533,0.286888
6535.5,-1.329349
6538.5,-2.889922
6541,-3.678224
6544,-2.853366
6547,-1.819881
6549.5,-0.464202
6551,-1.373474
6554,-2.184687
6556.5,-1.785425
6560,-1.962462
6563.5,-1.891986
6566.5,-1.859339
6568,-1.835031
6571.5,-2.113491
6573.5,-2.788907
6575.5,-2.320825
6578,-1.354402
6581,-0.810928
6584,-0.373933
6586,0.711494
6587,1.533669
6589,0.071568
6591,1.531816
6593,1.413655
6596,2.72123
6599.5,-0.225786
6602,-2.527986
6603,-2.605398
6606,-3.359701
6608,-1.776594
6612,0.928436
6614,-0.775659
6615.5,-3.242334
6617,-4.197058
6619,-3.855618
6621,-2.83715
6624,-2.597637
6626.5,-3.396622
6628.5,-4.396632
6631.5,-4.816405
6633.5,-4.383189
6637,-2.906625
6640,-1.590034
6642,-1.902913
6645,-2.810596
6648.5,-2.148196
6650.5,-1.334311
6653.5,-1.663222
6655,-1.289766
6658,-1.210888
6660,-2.690472
6662,-3.850829
6664,-3.649248
6666,-3.349973
6669.5,-3.403741
6672.5,-3.108332
6676,-2.678964
6677,-2.583097
6678.5,-1.865023
6681,-1.798521
6682,-1.043999
6684,-1.016546
6685,-1.435485
6688.5,-1.227058
6691,-0.995694
6693,0.049852
6697,0.474036
6698.5,-0.595338
6701.5,-3.443766
6703.5,-4.128668
6706,-3.088586
6708,-2.587983
6710.5,-2.847498
6712.5,-2.220885
6715,-1.482648
6718,-1.078368
6720,-1.480537
6722.5,-2.255074
6723.5,-2.992635
6725.5,-2.962991
6727,-2.099745
6729,-2.160255
6733,-1.77678
6734,-0.267918
6737,1.225801
6740,1.249514
6742,0.322642
6744,0.266877
6746.5,-0.123218
6749,-2.588813
6750,-3.24154
6753,-2.253276
6755,-1.804935
6757,-2.600976
6761,-3.401718
6764.5,-3.302916
6768,-2.244961
6770,-2.075313
6771,-1.811143
6776,-1.594521
6778.5,-2.422277
6781.5,-2.253225
6783.5,-1.789833
6787,-2.29451
6788,-2.492685
6791,-1.945595
6795,-0.447746
6798,0.155288
6800.5,0.146603
6803,0.368089
6806,0.357336
6809,2.010123
6811,1.711202
6814,1.27626
6816.5,0.234606
6819,0.79479
6821.5,0.926775
6823,1.793731
6825,1.51877
6827,2.524081
6830,0.835066
6832,-0.194358
6833.5,0.54574
6836,1.21631
6839.5,1.264422
6840.5,1.383727
6842,-0.263534
6845,-1.489956
6847,-0.847677
6850,0.87145
6853,2.828608
6857,3.168939
6859,-0.142129
6860,0.599513
6862,0.604839
6864.5,0.192427
6868,0.074876
6871,0.105182
6873.5,1.114705
6876,1.196723
6877,1.128422
6880,1.410261
6881.5,1.152879
6884,0.931306
6885,0.611808
6887,0.833973
6888,1.52603
6891,1.110283
6893,2.797493
6894.5,2.859592
6898,2.42699
6899.5,2.221365
6903,1.48561
6904,0.243642
6907,0.074013
6909,-1.299881
6913,-1.387118
6915,-1.711513
6917,-1.892101
6920,-1.835402
6922,-1.756136
6925,-1.705177
6928.5,-1.411365
6931,-1.36067
6933.5,-1.302419
6935.5,-1.483518
6939,-1.50219
6942,-1.503174
6945,-1.320697
6947,-1.432611
6949,-1.646673
6952,-1.403689
6955,-1.54189
6958,-1.797891
6959.5,-1.781993
6961,-1.745921
6964,-1.648041
6967,-1.559246
6970,-1.726576
6972,-1.709094
6974,-1.747875
6976,-1.770145
6978,-1.833187
6981,-1.819772
6982.5,-1.886406
6984.5,-1.830799
6987,-1.940477
6990,-2.038439
6992.5,-2.030444
6995,-2.20412
6997,-2.064346
6999.5,-2.120573
7002.5,-2.342543
7004,-2.391358
7006,-2.088826
7009,-2.171454
7012,-2.436017
7013,-2.230895
7015,-2.177632
7017,-2.238761
7020,-1.89027
7023,-1.737888
7024,-1.759172
7027,-1.802914
7030,-1.821943
7033,-0.769966
7034.5,-0.603483
7036,-2.267089
7039,-1.55048
7041,-0.734254
7043.5,-0.355265
7046.5,-0.479908
7050,-0.748405
7052,-1.27751
7055.5,-0.561345
7058,1.129961
7060,2.087901
7062,1.601587
7065,-1.089191
7069,-3.026747
7074,-2.915683
7078,-3.191481
7082.5,-2.294927
7086,0.677905
7091,0.756889
7097,1.202989
7102,1.815229
7106,1.613642
7111,1.838624
7114,1.570447
7116.5,1.846471
7119,2.271733
7121,2.699687
7125,2.626198
7129,1.85833
7131,1.805502
7134.5,1.235902
7137,1.354806
7140,1.588283
7142,1.804574
7145,1.783761
7147,2.327283
7150,2.435692
7153,1.400616
7157,-1.715798
7159,-2.222058
7160.5,-1.453294
7163,-0.196149
7165,1.657965
7166,1.457976
7167.5,-0.375271
7171,-0.372029
7173.5,-1.034017
7176,-1.060599
7179.5,-0.278115
7181,0.891204
7185,-0.018868
7187,-0.972522
7190,-0.237172
7193,0.706163
7195,1.836606
7197.5,0.589347
7201,0.289736
7205,0.977554
7207,1.101576
7209,0.829504
7211,0.548917
7214,-0.08454
7216,0.305145
7218.5,1.588163
7221,0.528545
7224,1.022947
7226,1.113276
7228,0.955163
7229,-0.219383
7231,-1.872499
7233,-1.677524
7236,-0.761478
7238,-0.020237
7240,0.010376
7241.5,-0.714347
7244.5,0.18829
7248,1.116908
7251,0.177618
7254,0.048742
7257,1.730032
7259,2.572148
7260,0.900423
7262,1.496414
7264,1.629972
7266.5,-0.831385
7269,-0.590536
7270,0.244
7272,2.107412
7275,3.255137
7279,3.51237
7281,0.42676
7282.5,-1.325753
7286,-0.77905
7287.5,0.432529
7289,1.441224
7291,2.802463
7292,3.187209
7295,1.893906
7296,1.4182
7298,1.720446
7300.5,0.633296
7305,-0.034002
7307,-0.185767
7309,-0.247964
7311,0.295984
7313,0.485135
7316,2.276462
7318.5,3.772941
7321,3.699003
7324,2.482815
7326,1.730297
7329,2.498313
7331,2.776693
7333,2.959872
7335.5,1.602609
7338,1.678541
7340,2.958722
7343,2.234417
7345.5,1.389785
7348,2.505168
7349.5,1.953578
7352.5,2.175277
7356,3.310472
7358,2.466366
7360.5,2.969073
7362.5,-0.291661
7365.5,-2.102183
7368,-0.743179
7370,0.499445
7373.5,-0.521556
7378.5,-0.927351
7380.5,0.373742
7382.5,0.969124
7384.5,2.783497
7387.5,2.946639
7391,2.794144
7394,1.312734
7397,-0.272725
7398,0.731136
7401.5,2.610512
7403,3.490699
7405,3.787356
7408.5,2.931335
7410.5,0.395227
7414,0.700922
7417,2.84981
7420,3.186931
7421,2.513851
7425,2.280407
7427.5,2.789415
7429,3.721387
7431,3.140947
7434,3.702565
7435,3.750656
7435,3.297248
7437,1.557771
7439,1.312582
7441.5,0.731492
7444,0.322657
7445,1.338404
7448,-0.377898
7450.5,-0.051248
7453,1.359625
7455,2.200489
7458.5,2.908342
7463,3.839656
7465,3.177589
7468,2.007786
7471,-0.166046
7474,-0.271206
7476,0.12152
7479,0.547934
7480,0.979996
7483,1.996186
7485.5,1.236476
7487.5,0.854144
7490,1.775949
7493,1.302244
7495.5,1.810389
7498.5,2.977431
7501.5,2.57669
7504,3.443931
7506,3.4462
7507.5,3.158192
7510,0.269324
7512,1.521497
7515,2.42805
7518,2.617342
7520,1.523703
7523,1.138245
7525.5,-0.099223
7527.5,1.608749
7531,0.093623
7533,0.211847
7535.5,1.664852
7538,1.579395
7541,2.213244
7543,2.33031
7545,0.709657
7547.5,0.207752
7550.5,-0.396334
7553,-0.314565
7555,0.915591
7558.5,-0.429166
7560,-0.495758
7562,-0.030404
7563.5,0.808597
7565.5,0.326465
7571,0.599288
7573,1.37845
7576,1.533679
7578.5,0.43896
7580,1.509107
7583,2.719251
7585,0.815825
7589,1.899253
7591,1.123797
7594,1.999527
7597.5,0.932645
7599.5,0.055276
7601,0.751483
7604.5,0.093279
7607,1.776965
7609,2.497145
7611,1.734631
7613,1.46866
7615,0.974891
7617,1.19142
7619.5,2.070469
7622.5,1.7019
7624.5,0.23532
7626,0.438914
7629,1.588972
7631,1.883139
7633.5,1.688654
7635,0.742972
7637.5,1.474059
7640,1.774698
7642.5,0.823512
7645.5,0.806444
7648,0.114543
7651,0.234813
7653,0.553532
7654.5,-1.771256
7658,-0.94319
7659,-0.78672
7661,0.349947
7664,0.17847
7666,2.118912
7669,1.24206
7674,2.039571
7675.5,3.073472
7678,2.173142
7680,0.104453
7682,-0.113707
7686,0.451652
7689.5,1.324243
7694,1.734308
7695.5,3.417949
7697,1.74627
7699,-0.049296
7702,1.308429
7703.5,-0.382402
7704.5,-1.038862
7707.5,-0.759873
7709,-1.481909
7711,-1.727339
7714,-0.587534
7716,-0.517488
7718,-0.025357
7720,-0.26256
7724.5,-0.426789
7727,2.097384
7729,0.228707
7730.5,0.141707
7733.5,-0.003058
7735.5,0.043563
7738,0.500825
7741,0.247867
7744.5,-1.996677
7747,-3.050989
7749,-1.859523
7751,-0.852162
7755,1.272103
7757,2.08706
7759.5,1.773687
7761.5,1.295523
7764.5,-0.532903
7767,-0.235931
7768.5,0.04229
7771,0.342492
7774,1.125259
7776,-0.895285
7779,-2.334242
7780,-5.349068
7782.5,-3.062296
7784,-2.265609
7785,-0.902429
7788,0.591155
7790,1.097501
7791.5,-0.752419
7793.5,-1.367493
7797,-1.725971
7798,-1.727584
7800,-1.292723
7803,-0.863693
7806,-1.524162
7807,-2.044586
7809,-1.926372
7811,-2.123896
7813,-0.883703
7815,0.108
7817,-0.624642
7818.5,-2.462985
7821,-1.10798
7823.5,-1.29664
7826.5,-0.475284
7829,0.009202
7832,0.071716
7833,0.19815
7836,0.574268
7838,1.632686
7840.5,2.253482
7843,0.183596
7846,-0.90556
7850,-0.217912
7852,0.037637
7854,0.536796
7857,0.724921
7859.5,2.713415
7862,2.223274
7865.5,-1.352246
7868,-0.793521
7870,-0.045019
7872,0.424398
7873.5,0.396929
7875.5,-0.079973
7879,0.710961
7881.5,-0.538813
7883.5,-1.171913
7885,-0.986378
7889,-1.216792
7892,-0.396675
7893.5,-1.461446
7895.5,-1.988347
7897,-0.56094
7900,-0.804226
7902,-1.714929
7905.5,-2.351957
7906.5,-0.930665
7908.5,-2.168798
7911,-2.961599
7914.5,-3.746271
7918,-2.932262
7919.5,-1.66103
7921,-2.443217
7922.5,-2.566437
7925.5,-2.152567
7928,-3.109509
7929.5,-3.22254
7931,-3.381383
7934.5,-2.317251
7937,-1.77032
7938,-2.327022
7941,-2.825525
7942.5,-2.760909
7945.5,-2.284287
7948.5,-1.841682
7951,-1.940417
7954,-0.169643
7956.5,1.780376
7958.5,0.254474
7961,-2.861086
7963,-2.976702
7965,-1.556165
7968,-1.64808
7969,-2.327433
7972,-1.756925
7974,-1.149672
7976,-1.480882
7979,-0.40777
7983,0.480189
7984,-1.820659
7986,-2.528878
7989,-2.34255
7990,-2.629466
7993.5,-2.720885
7995,-2.209571
7996.5,-1.438972
7999.5,-1.18976
8003,-0.561692
8005.5,1.124246
8008,1.492292
8013,-0.315675
8016,-0.940805
8018,-1.201269
8019,0.296542
8021,0.652938
8023.5,0.648641
8027,-0.066423
8029.5,-0.500933
8033,-0.453883
8035,-1.167652
8039.5,-2.400714
8040,-2.284607
8042.5,-1.963563
8044.5,-2.378404
8046,-1.213565
8048,-1.611768
8049.5,-2.205512
8051.5,-1.071166
8054.5,-0.812678
8056,-1.550411
8057,-1.080701
8061.5,0.38576
8064,0.931758
8067,1.073197
8071,0.90239
8074,-0.484404
8077,1.10104
8079.5,2.777231
8082,2.553345
8084,1.26365
8086,-3.002298
8088,-3.302086
8090.5,-1.350564
8093,-0.166401
8095,0.106057
8096.5,-0.141194
8098.5,0.598668
8100,-1.020547
8103,-1.776466
8105.5,-1.991349
8107.5,-2.563633
8111,-1.943728
8113,-0.731584
8116.5,-0.685807
8120,-1.099241
8122,-1.34255
8125,-0.49665
8128.5,0.277281
8132,1.131228
8134,0.093693
8137,-0.878721
8138.5,-1.143217
8140.5,0.685757
8143,2.087896
8145.5,1.976048
8147,-0.382948
8148,-0.310501
8150,0.156821
8151.5,-0.548977
8153,-2.234659
8156,-2.418537
8157,-1.837785
8159.5,-1.536531
8162,-0.926584
8163.5,1.076913
8168,0.90168
8170,-1.901782
8173,-3.32368
8174.5,-3.489167
8176,-2.643033
8179.5,-1.850999
8182,-1.834296
8184,-1.721447
8186,-1.165413
8189,-1.304236
8192,-2.441866
8196,-2.672698
8198.5,-2.067906
8203,-1.672516
8205,-1.046896
8207.5,-1.23432
8209,-1.24744
8212,-1.796645
8215,-1.991444
8216.5,-0.79525
8218,-0.415656
8219,0.295752
8220,0.797868
8223.5,0.837991
8226,1.383971
8228,0.07681
8230,0.006812
8233,0.962685
8236,2.053424
8237,0.890103
8239,-0.066312
8241,-0.050733
8243,1.278096
8246,1.209717
8248,0.029327
8249.5,-0.129274
8252,0.794896
8255.5,0.476883
8258,0.076217
8259,-0.104078
8260.5,0.521677
8263,0.618834
8265,1.507366
8267.5,0.758601
8270.5,1.257552
8272.5,2.071968
8275,2.149467
8276.5,-0.287953
8278,-1.313524
8280.5,-0.896509
8282,-0.101832
8285,0.05833
8289,-0.232609
8293,1.136771
8297,0.609255
8299,-0.104848
8302,-0.474897
8304,-0.674808
8307,-0.678778
8310.5,0.09601
8312.5,1.265113
8315,1.803603
8316,0.504137
8319,0.44057
8322,1.058488
8325,1.349153
8329,0.753611
8331,1.044912
8333,1.242982
8336,0.361618
8339.5,-0.163408
8342,0.504287
8345,1.272965
8348,0.690349
8350,0.195135
8352.5,-0.982415
8355,-0.674322
8357,-0.095686
8359.5,-1.767452
8362,-0.924742
8364,0.075937
8366.5,-0.78865
8370,-0.261161
8372,0.499891
8374,0.99539
8376,2.433907
8380,3.589808
8382.5,3.758851
8386,3.446763
8388,2.471236
8390.5,-1.122206
8395,-1.080521
8397,-0.385358
8400,1.17711
8402.5,2.329008
8405,1.256279
8408,1.151194
8409.5,-0.136297
8411.5,-0.84547
8414,-1.225437
8416,0.564238
8417,-0.533632
8420.5,-0.984836
8423,-0.204581
8425,0.817636
8428,1.217734
8431,0.309926
8434.5,1.109651
8436,1.333143
8439,1.13448
8441,0.077971
8443,-0.08103
8445.5,0.546476
8448,1.60689
8450,2.532254
8452.5,1.052804
8455,0.308286
8457,1.772902
8458.5,2.1538
8461.5,2.520281
8464,2.777209
8466.5,0.907975
8468.5,0.826846
8470,0.802205
8472,1.045624
8474,1.473415
8476,0.341299
8479,-0.330496
8481,-1.455692
8483.5,-2.523984
8485,-2.650293
8487,-2.745469
8489,-2.474948
8491,-1.278259
8495,-1.121064
8497,-0.271217
8499,0.878065
8502,1.036036
8504,1.288672
8508,1.152686
8511,1.032645
8513,1.235008
8515,0.735168
8517,0.214801
8520,1.22348
8522,1.235683
8525,0.940061
8527.5,2.181177
8530,3.497306
8533,1.458284
8535,0.93723
8538,1.277662
8540.5,1.066682
8543,1.556149
8546,1.082359
8548,2.085839
8550,1.810351
8551,1.244312
8554,1.782044
8556,1.681632
8558,0.948863
8559,0.739066
8562.5,1.702781
8565,2.184431
8568,1.814957
8571,1.560651
8573,1.337874
8574,1.380508
8577,1.882188
8579,2.112283
8581,3.245796
8584,1.64675
8586.5,0.205322
8589,-0.304616
8592.5,-0.492139
8595,-0.875746
8598,-1.508014
8600,-1.013693
8602,-0.932105
8604,-1.051623
8606,-0.883527
8609,-0.801187
8611.5,-0.971229
8615,-0.91736
8617,-0.859041
8619,-1.098176
8622,-1.270698
8625,-1.11611
8628,-1.39216
8632,-1.483303
8637,-1.532561
8641,-1.68199
8645.5,-1.972511
8650,-1.609973
8654,-1.777689
8657,-1.848753
8660,-1.768795
8664,-1.813297
8667,-1.979383
8670,-2.092359
8673,-2.165975
8676.5,-2.075312
8679,-1.919124
8681,-1.993892
8683,-2.096241
8685,-2.234453
8687,-2.624342
8689,-1.922388
8692,-1.826287
8693,-1.52006
8695,-1.27791
8697,-1.427114
8699,-1.66154
8700,-1.291456
8701.5,-0.763461
8703,-0.240204
8705.5,0.333967
8708,0.427762
8710,0.459917
8712.5,0.916216
8715.5,0.63565
8718,0.847985
8719,1.515761
8721,2.010364
8723,1.524966
8725,1.251224
8727,1.843259
8729,3.14125
8730,2.51247
8732,2.617833
8734.5,2.345258
8737,2.927525
8738,2.848891
8740,1.073355
8742,0.487348
8744,-0.474559
8746,-0.654424
8747,-0.487558
8749,-0.450197
8751,-0.574531
8753,-0.75433
8755,-0.529679
8757,-0.657839
8759,-1.045106
8762,-1.965076
8764,-1.668613
8767,-1.312874
8770,-0.330838
8771,-0.337195
8774,0.187222
8775,0.256313
8776,0.056785
8779,-0.540401
8781,-1.079791
8784,-0.590974
8786,-0.460164
8788,-0.87036
8790.5,-0.614834
8792,-1.421366
8794,-1.705798
8796,-1.636902
8797.5,-1.417856
8799.5,-2.467752
8802,-2.914514
8803,-1.720716
8805,-0.793187
8806,-0.565127
8807.5,-0.975487
8809,-1.625165
8812,-2.004206
8815,-0.891071
8816.5,-0.37594
8819,-2.059617
8820.5,-1.400906
8823,-0.853738
8825,-0.620566
8826.5,0.048887
8828,0.09317
8830,0.529128
8833,-0.56799
8835,-1.237606
8836,-0.934941
8839,-1.175111
8841.5,-0.559825
8843,-0.702163
8845,-1.249981
8847,-0.940957
8849,-1.001143
8851,-0.609911
8853.5,0.408487
8855.5,0.969856
8856.5,0.653985
8858.5,-0.348148
8860,0.001143
8862,0.7364
8863,1.196665
8864,1.013738
8866,0.943889
8867.5,0.220948
8868,0.085251
8870,-0.260797
8872.5,-0.404749
8874.5,0.517409
8878,1.504937
8879,1.1318
8881,-0.218418
8883,-0.899932
8885,-0.134168
8887,-0.1164
8889,-1.488906
8892,-1.312352
8894,-0.854425
8898,-0.762991
8900.5,0.347362
8902,0.875023
8904,-0.033388
8906,0.416592
8907,-0.255476
8908.5,-1.295917
8911,-1.4441
8914,-1.425361
8916,-1.135034
8918,-0.335551
8919,0.256495
8922,0.108929
8924,-0.492377
8925,-0.756994
8927,-0.86164
8929,-1.169049
8931,-1.232019
8932.5,-0.938685
8934.5,-1.044454
8937,-0.917578
8938,-0.804582
8940,-0.254902
8943,-0.277052
8945,0.444826
8947,0.681245
8949,0.277195
8952,0.270915
8953,-0.56156
8957,-2.26072
8958.5,-2.39125
8960.5,-0.957364
8963,-0.762474
8965.5,-0.888807
8968,-1.464485
8970,-1.750683
8972,-0.467012
8975,0.471514
8977,0.621019
8980,0.070918
8982,0.774184
8983,0.789077
8984.5,0.057932
8988,-1.297541
8990.5,-1.289732
8992,-0.522731
8994.5,-0.892528
8997.5,-0.36339
8999,-0.300306
9000,-0.369051
9003,-0.962691
9004.5,-0.633118
9006.5,-0.496743
9009,0.0407
9011,0.731441
9013.5,0.936084
9014.5,0.756589
9017,-0.322528
9019,-0.65147
9020.5,-0.695174
9022,-0.820888
9023,-0.384864
9026,-0.089886
9027,0.762423
9030,1.810618
9033,0.726092
9036,-1.045888
9038,-0.709556
9040,-1.108866
9041.5,-0.509039
9042,-0.504502
9044.5,-0.649113
9047,-0.306484
9047,-0.019645
9048,0.916847
9050,-1.677275
9051,-1.756394
9053,-2.290096
9056,-2.220906
9058.5,-1.140079
9061,-0.523849
9063,-0.385581
9065,-0.578784
9067.5,0.659769
9069,-0.056489
9071,-1.893714
9072.5,-2.603515
9075,-1.577733
9077,-1.212198
9078.5,-0.969341
9080,-1.789216
9083,-1.502934
9084.5,-2.098264
9088.5,-1.833611
9091,-1.530668
9092,-1.218903
9094,-0.674083
9095,-0.285068
9096.5,-0.284982
9099,-1.21262
9100.5,-1.690211
9102,-1.771951
9104,-1.962447
9106,-1.441516
9107,-1.259594
9110,-0.65224
9114,0.257392
9115,-0.825357
9116,-1.284263
9118,-0.661893
9122,-1.579661
9124.5,-1.275796
9127,-1.127624
9128.5,-1.212446
9130,-1.09649
9132,-1.240911
9134,-1.186769
9136,-0.852604
9138.5,-0.505335
9139,-0.265251
9140.5,0.299432
9142,1.138443
9144,1.365398
9145.5,0.440758
9148,-0.205438
9149,-0.819808
9150.5,-1.502158
9154,-1.306759
9155,-0.676144
9157,-0.199766
9160.5,-0.560408
9161,-0.318732
9163,-0.260095
9166,0.073981
9167.5,0.165984
9169,-0.803098
9171,-1.12943
9174,-0.894595
9175.5,-0.381664
9178,0.05154
9180,-0.343054
9182,-0.349645
9183,-1.328081
9186,-1.299705
9187,-0.652762
9189,-0.66264
9192,-1.023265
9196,-1.705971
9197,-1.517677
9198,-2.494669
9200,-2.263853
9201.5,-1.748927
9203,-2.750052
9206,-3.063879
9207,-3.153778
9208.5,-3.742608
9210,-3.175525
9211,-3.28718
9213,-2.277639
9216,-2.325554
9218,-1.551065
9220,-1.75697
9221.5,-2.295836
9223.5,-3.69457
9225,-3.949334
9227,-4.122178
9229,-3.910006
9231.5,-1.802987
9233.5,-1.610646
9235.5,-1.872228
9240,-1.098514
9241,-1.030921
9242.5,-0.524555
9244.5,-0.087833
9247.5,1.200317
9249,1.827821
9250,-1.050677
9253,-1.630161
9255,0.34387
9257,0.705705
9258,-1.190182
9259.5,-2.170962
9263,-2.986184
9266,-1.334509
9267,0.529338
9268,1.887609
9270,-1.483941
9271,-2.953463
9273,-1.956039
9274,-0.953735
9276,-0.420758
9278,-0.507738
9279.5,0.202798
9282,0.244716
9283,0.349573
9284.5,-2.23316
9287,-2.751815
9290,-1.955996
9293,-2.04184
9294,-1.37201
9296,-0.637621
9298.5,-0.535485
9301,-1.041294
9302.5,-1.14332
9304,0.709332
9306,0.668093
9307.5,-1.025551
9309,-3.1306
9310,-2.135962
9312.5,-0.886982
9314,-1.034692
9317,-1.569063
9319,-1.610251
9322,-1.498684
9324,-2.323546
9325.5,-1.845027
9327.5,-1.518886
9329.5,-0.786536
9330.5,-1.494405
9332,-1.316752
9333.5,-0.704531
9335,-0.13903
9338.5,-0.985828
9342,-2.253477
9344,-2.303863
9346,-2.074778
9346.5,-1.097717
9348,-0.805489
9350,-2.212123
9351,-1.598157
9353,-1.17803
9355,-0.973791
9356,-0.335564
9359,0.23144
9361,-0.530878
9361,-2.083011
9363,-2.49548
9364,-2.398574
9366.5,-2.548023
9368,-1.781048
9369,-0.688901
9372,-1.131252
9374,-1.180206
9376,-0.989877
9378,-0.692407
9379,-1.820487
9380,-1.289617
9381,-1.49535
9382.5,-2.223529
9383.5,-0.850885
9386,0.033835
9387.5,0.370673
9390.5,-0.798386
9392.5,-2.567075
9394.5,-1.954202
9397,-0.714657
9399,-0.160291
9401,0.559976
9403,0.085629
9406,-1.276953
9407,-0.750356
9409,-0.86505
9410.5,-0.176785
9413,-0.522185
9414.5,0.006341
9416,-1.022694
9418,-1.896697
9421,-0.875646
9424,-0.678254
9425.5,-1.238674
9428,-1.659986
9430.5,-1.503357
9433,-0.871189
9435,-0.345603
9436,0.191721
9436.5,0.640489
9439,1.88811
9440.5,0.676395
9442.5,-0.486608
9444,0.29394
9446,-0.432991
9447.5,-1.23333
9450.5,-1.949051
9452,-1.779135
9453.5,-1.752568
9457,-1.079392
9458,-2.401852
9459,-3.073396
9461.5,-3.047533
9464,-2.714317
9465,-2.447695
9469,-2.230807
9471.5,-2.298303
9473.5,-1.98993
9475,-1.472897
9477,-0.085076
9479,-0.317395
9480,-1.542067
9481.5,-1.750108
9484,-1.829988
9486,-2.136713
9488,-1.380431
9489.5,-0.649591
9492,-0.73423
9494.5,0.225983
9497,1.770806
9499,0.964653
9501.5,-0.019974
9505,0.382856
9507.5,0.418527
9509,-0.034216
9511.5,-0.75052
9513,-1.058707
9514,-0.297462
9516,-0.002894
9518,0.620085
9520,-0.005781
9521,-0.654838
9522.5,-0.128808
9524,0.420419
9526,0.806717
9528.5,1.148701
9530,0.566422
9532,0.632506
9535,1.012984
9537.5,1.5428
9540,0.250112
9541.5,0.452431
9543,0.539847
9546,-1.134294
9547,-0.159193
9549,0.036268
9551.5,0.335954
9553,0.317017
9555,0.759574
9557,0.961799
9559,1.13321
9561,1.042511
9562,0.491118
9563,-0.32249
9565,-0.923098
9566.5,-1.336087
9569,-1.249427
9571,-1.307043
9573,-1.485894
9574.5,-1.427262
9576,-1.554001
9577,-1.70667
9578,-1.657386
9580,-2.028143
9582,-1.884718
9584,-1.561641
9585.5,-1.685398
9588.5,-1.896449
9591,-1.881391
9592,-1.892241
9594,-1.730316
9595.5,-1.79022
9597,-1.807602
9599.5,-1.572818
9601,-0.795553
9602.5,-0.584651
9605.5,-0.982153
9607,-1.59419
9608.5,-2.114637
9610,-2.730426
9613,-2.556825
9616,-2.547763
9618,-0.587397
9619,-0.993103
9621.5,-1.851763
9623,-1.572218
9625,-1.166149
9627.5,-0.372705
9630,-0.159745
9631.5,0.245138
9633.5,0.032506
9636,1.553677
9637,-1.426622
9638,-0.608785
9640.5,0.200592
9644,1.463535
9645,0.23878
9647.5,-1.911667
9650,-2.627981
9651.5,-2.0643
9654,-0.647257
9655,0.201688
9658.5,1.43384
9661,2.071675
9662.5,0.120338
9664.5,-1.389881
9666,-0.83757
9668.5,0.332402
9671.5,0.356368
9674,0.878468
9676.5,1.20912
9678.5,0.180664
9682,-1.110995
9684,-1.524834
9685,-1.186749
9686,-0.516355
9688,0.29524
9691,-0.689096
9693.5,-1.554417
9697,-0.488503
9700,-0.013263
9703,-0.307256
9704,0.128337
9705,-0.485221
9706,-0.837324
9707,-0.345254
9708.5,0.162975
9711,-0.11709
9713,-1.235536
9715,0.163652
9718,1.121618
9719.5,0.54412
9721,0.573952
9721,-0.279292
9723,-0.824724
9725,0.042272
9727,0.758405
9729,0.762906
9730.5,0.205635
9732,0.762683
9734,1.180473
9735,0.214899
9736.5,0.612871
9738,1.750976
9739.5,3.459878
9741.5,3.777367
9744,4.056978
9745.5,2.758539
9747.5,0.897589
9750,-0.29826
9752,-0.023731
9755,-0.786573
9758,-0.421447
9759,0.005254
9761,0.202723
9762,-0.434056
9763.5,-0.874957
9765,-1.403293
9767,-1.733882
9768.5,-2.179539
9770,-2.435971
9773,-2.534419
9774,-2.577814
9776,-2.0681
9778,-2.106162
9780.5,-1.523
9782,-1.168678
9784,-1.632402
9786,-2.400331
9787.5,-2.946718
9790,-2.690696
9791,-2.219512
